year,count,amenity,area
2013,0.0,car_rental,St_Albans
2014,0.0,car_rental,St_Albans
2015,0.0,car_rental,St_Albans
2016,0.0,car_rental,St_Albans
2017,0.0,car_rental,St_Albans
2018,0.0,car_rental,St_Albans
2019,1.75,car_rental,St_Albans
2020,3.0,car_rental,St_Albans
2021,3.0,car_rental,St_Albans
2022,3.0,car_rental,St_Albans
2023,4.0,car_rental,St_Albans
2024,4.0,car_rental,St_Albans
