year,count,amenity,area
2013,0.0,cafe,St_Albans
2014,0.0,cafe,St_Albans
2015,0.0,cafe,St_Albans
2016,0.0,cafe,St_Albans
2017,0.0,cafe,St_Albans
2018,0.0,cafe,St_Albans
2019,20.416666666666668,cafe,St_Albans
2020,36.0,cafe,St_Albans
2021,35.916666666666664,cafe,St_Albans
2022,37.666666666666664,cafe,St_Albans
2023,38.833333333333336,cafe,St_Albans
2024,42.0,cafe,St_Albans
