year,count,amenity,area
2013,0.0,hotel,St_Albans
2014,0.0,hotel,St_Albans
2015,0.0,hotel,St_Albans
2016,0.0,hotel,St_Albans
2017,0.0,hotel,St_Albans
2018,0.0,hotel,St_Albans
2019,5.25,hotel,St_Albans
2020,8.083333333333334,hotel,St_Albans
2021,7.333333333333333,hotel,St_Albans
2022,6.0,hotel,St_Albans
2023,6.0,hotel,St_Albans
2024,5.333333333333333,hotel,St_Albans
