year,count,amenity,area
2013,2132.75,restaurant,London
2014,2364.6666666666665,restaurant,London
2015,2588.5,restaurant,London
2016,2804.8333333333335,restaurant,London
2017,3139.6666666666665,restaurant,London
2018,3388.0833333333335,restaurant,London
2019,3727.5833333333335,restaurant,London
2020,4056.5,restaurant,London
2021,4347.583333333333,restaurant,London
2022,4554.666666666667,restaurant,London
2023,4851.5,restaurant,London
2024,5085.916666666667,restaurant,London
