year,count,amenity,area
2013,348.8333333333333,hotel,London
2014,374.0833333333333,hotel,London
2015,397.5,hotel,London
2016,424.0833333333333,hotel,London
2017,447.5833333333333,hotel,London
2018,435.5833333333333,hotel,London
2019,426.9166666666667,hotel,London
2020,356.6666666666667,hotel,London
2021,313.1666666666667,hotel,London
2022,297.3333333333333,hotel,London
2023,309.4166666666667,hotel,London
2024,314.5833333333333,hotel,London
