year,count,amenity,area
2013,29.5,restaurant,Bath
2014,31.916666666666668,restaurant,Bath
2015,38.083333333333336,restaurant,Bath
2016,48.333333333333336,restaurant,Bath
2017,59.416666666666664,restaurant,Bath
2018,52.5,restaurant,Bath
2019,46.25,restaurant,Bath
2020,43.5,restaurant,Bath
2021,45.5,restaurant,Bath
2022,48.5,restaurant,Bath
2023,48.916666666666664,restaurant,Bath
2024,47.25,restaurant,Bath
